Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2026-02-26 09:30:00-05:00,615.489990234375,615.530029296875,614.2000122070312,614.3800048828125,1314780,0.0,0.0,0.0
2026-02-26 09:31:00-05:00,614.3900146484375,615.4000244140625,614.0700073242188,615.0900268554688,342862,0.0,0.0,0.0
2026-02-26 09:32:00-05:00,615.1099853515625,615.2100219726562,614.0700073242188,614.1400146484375,336357,0.0,0.0,0.0
2026-02-26 09:33:00-05:00,614.1699829101562,614.3099975585938,613.8400268554688,613.989990234375,2340582,0.0,0.0,0.0
2026-02-26 09:34:00-05:00,613.969970703125,614.1699829101562,613.47998046875,613.8699951171875,0,0.0,0.0,0.0
2026-02-26 09:35:00-05:00,613.8699951171875,614.3099975585938,613.5399780273438,613.7000122070312,2888885,0.0,0.0,0.0
2026-02-26 09:36:00-05:00,613.7000122070312,613.8400268554688,612.72998046875,612.9299926757812,0,0.0,0.0,0.0
2026-02-26 09:37:00-05:00,612.9299926757812,613.5499877929688,612.9000244140625,613.3400268554688,287955,0.0,0.0,0.0
2026-02-26 09:38:00-05:00,613.3200073242188,613.9099731445312,613.1799926757812,613.594970703125,303223,0.0,0.0,0.0
2026-02-26 09:39:00-05:00,613.5900268554688,614.4199829101562,613.5700073242188,613.9625244140625,348222,0.0,0.0,0.0
2026-02-26 09:40:00-05:00,613.969970703125,614.0449829101562,613.260009765625,613.3900146484375,3925772,0.0,0.0,0.0
2026-02-26 09:41:00-05:00,613.3800048828125,614.0999755859375,613.2100219726562,613.885009765625,0,0.0,0.0,0.0
2026-02-26 09:42:00-05:00,613.9000244140625,614.4000244140625,613.5650024414062,613.6900024414062,197351,0.0,0.0,0.0
2026-02-26 09:43:00-05:00,613.7000122070312,613.8300170898438,612.9299926757812,613.280029296875,202173,0.0,0.0,0.0
2026-02-26 09:44:00-05:00,613.25,613.8900146484375,613.1099853515625,613.7125854492188,145938,0.0,0.0,0.0
2026-02-26 09:45:00-05:00,613.7000122070312,613.7000122070312,612.5599975585938,612.8800048828125,239503,0.0,0.0,0.0
2026-02-26 09:46:00-05:00,612.8800048828125,613.6799926757812,612.8599853515625,613.5349731445312,4831079,0.0,0.0,0.0
2026-02-26 09:47:00-05:00,613.530029296875,613.5599975585938,612.969970703125,613.1500244140625,0,0.0,0.0,0.0
2026-02-26 09:48:00-05:00,613.1500244140625,613.219970703125,612.5,612.594970703125,175630,0.0,0.0,0.0
2026-02-26 09:49:00-05:00,612.6099853515625,612.9099731445312,612.3701171875,612.8800048828125,159571,0.0,0.0,0.0
2026-02-26 09:50:00-05:00,612.8599853515625,613.4299926757812,612.8200073242188,612.8900146484375,163658,0.0,0.0,0.0
2026-02-26 09:51:00-05:00,612.8900146484375,612.989990234375,612.3400268554688,612.47998046875,5486546,0.0,0.0,0.0
2026-02-26 09:52:00-05:00,612.5,612.5499877929688,612.0700073242188,612.0999755859375,249518,0.0,0.0,0.0
2026-02-26 09:53:00-05:00,612.0900268554688,612.510009765625,611.8699951171875,612.4099731445312,360087,0.0,0.0,0.0
2026-02-26 09:54:00-05:00,612.4091186523438,612.5800170898438,611.989990234375,612.530029296875,0,0.0,0.0,0.0
2026-02-26 09:55:00-05:00,612.5499877929688,613.1500244140625,612.4400024414062,612.7899780273438,254440,0.0,0.0,0.0
2026-02-26 09:56:00-05:00,612.780029296875,612.989990234375,612.47998046875,612.7000122070312,6383481,0.0,0.0,0.0
2026-02-26 09:57:00-05:00,612.6900024414062,612.72998046875,612.1500244140625,612.1599731445312,0,0.0,0.0,0.0
2026-02-26 09:58:00-05:00,612.1699829101562,612.2449951171875,611.730712890625,612.0900268554688,268518,0.0,0.0,0.0
2026-02-26 09:59:00-05:00,612.0800170898438,612.4199829101562,611.9600219726562,611.97998046875,214611,0.0,0.0,0.0
2026-02-26 10:00:00-05:00,611.97998046875,612.3900146484375,611.47998046875,611.5499877929688,7222134,0.0,0.0,0.0
2026-02-26 10:01:00-05:00,611.5700073242188,611.75,610.510009765625,610.7899780273438,0,0.0,0.0,0.0
2026-02-26 10:02:00-05:00,610.7999877929688,611.1799926757812,610.6900024414062,611.1199951171875,291570,0.0,0.0,0.0
2026-02-26 10:03:00-05:00,611.1099853515625,611.6500244140625,611.0399780273438,611.440185546875,7692255,0.0,0.0,0.0
2026-02-26 10:04:00-05:00,611.4550170898438,611.8900146484375,611.280029296875,611.5100708007812,388814,0.0,0.0,0.0
2026-02-26 10:05:00-05:00,611.52001953125,611.6099853515625,611.0399780273438,611.25,0,0.0,0.0,0.0
2026-02-26 10:06:00-05:00,611.25,611.5800170898438,611.0,611.3400268554688,209447,0.0,0.0,0.0
2026-02-26 10:07:00-05:00,611.3300170898438,611.4600219726562,610.969970703125,611.22998046875,237180,0.0,0.0,0.0
2026-02-26 10:08:00-05:00,611.1900024414062,611.3900146484375,611.02001953125,611.239990234375,255229,0.0,0.0,0.0
2026-02-26 10:09:00-05:00,611.260009765625,611.340087890625,610.75,610.8400268554688,221551,0.0,0.0,0.0
2026-02-26 10:10:00-05:00,610.8499755859375,611.2899780273438,610.77001953125,611.27001953125,214246,0.0,0.0,0.0
2026-02-26 10:11:00-05:00,611.280029296875,611.5,611.0399780273438,611.1199951171875,210389,0.0,0.0,0.0
2026-02-26 10:12:00-05:00,611.1300048828125,611.135009765625,609.4400024414062,609.5599975585938,361963,0.0,0.0,0.0
2026-02-26 10:13:00-05:00,609.5700073242188,609.8099975585938,609.4450073242188,609.530029296875,453583,0.0,0.0,0.0
2026-02-26 10:14:00-05:00,609.5250854492188,609.5349731445312,608.8699951171875,608.9299926757812,9489489,0.0,0.0,0.0
2026-02-26 10:15:00-05:00,608.9349975585938,608.9349975585938,607.9400024414062,608.1199951171875,0,0.0,0.0,0.0
2026-02-26 10:16:00-05:00,608.1099853515625,608.1199951171875,607.0999145507812,607.1400146484375,371315,0.0,0.0,0.0
2026-02-26 10:17:00-05:00,607.1400146484375,607.8599853515625,607.0599975585938,607.27001953125,10400187,0.0,0.0,0.0
2026-02-26 10:18:00-05:00,607.280029296875,607.3599853515625,606.489990234375,606.5787963867188,636400,0.0,0.0,0.0
2026-02-26 10:19:00-05:00,606.5900268554688,606.75,606.010009765625,606.2000122070312,0,0.0,0.0,0.0
2026-02-26 10:20:00-05:00,606.1900024414062,606.8699951171875,605.77001953125,605.77001953125,324359,0.0,0.0,0.0
2026-02-26 10:21:00-05:00,605.780029296875,605.97998046875,605.3900146484375,605.4201049804688,11378576,0.0,0.0,0.0
2026-02-26 10:22:00-05:00,605.4400024414062,605.6500244140625,604.9400024414062,605.530029296875,0,0.0,0.0,0.0
2026-02-26 10:23:00-05:00,605.52001953125,606.1400146484375,605.25,605.8800048828125,293879,0.0,0.0,0.0
2026-02-26 10:24:00-05:00,605.8800048828125,605.8800048828125,604.8900146484375,605.2999877929688,275572,0.0,0.0,0.0
2026-02-26 10:25:00-05:00,605.2999877929688,605.7899780273438,605.1599731445312,605.5399780273438,287271,0.0,0.0,0.0
2026-02-26 10:26:00-05:00,605.5549926757812,606.6300048828125,605.5449829101562,606.4500122070312,406107,0.0,0.0,0.0
2026-02-26 10:27:00-05:00,606.4600219726562,606.510009765625,605.0499877929688,605.1099853515625,376542,0.0,0.0,0.0
2026-02-26 10:28:00-05:00,605.0900268554688,605.5,604.5499877929688,605.0399780273438,278282,0.0,0.0,0.0
2026-02-26 10:29:00-05:00,605.0399780273438,605.8770141601562,604.9600219726562,605.7000122070312,175593,0.0,0.0,0.0
2026-02-26 10:30:00-05:00,605.7100219726562,605.7949829101562,604.77001953125,605.0100708007812,252960,0.0,0.0,0.0
2026-02-26 10:31:00-05:00,604.989990234375,605.7282104492188,604.7349853515625,605.4301147460938,323108,0.0,0.0,0.0
2026-02-26 10:32:00-05:00,605.4099731445312,605.6300048828125,604.8375854492188,604.8699951171875,13568794,0.0,0.0,0.0
2026-02-26 10:33:00-05:00,604.8699951171875,605.2100219726562,604.6699829101562,604.9949951171875,368538,0.0,0.0,0.0
2026-02-26 10:34:00-05:00,605.0,605.0,603.97998046875,604.2000122070312,0,0.0,0.0,0.0
2026-02-26 10:35:00-05:00,604.2100219726562,605.1500244140625,604.1799926757812,605.0399780273438,242264,0.0,0.0,0.0
2026-02-26 10:36:00-05:00,604.989990234375,605.3699951171875,604.6201171875,605.219970703125,264974,0.0,0.0,0.0
2026-02-26 10:37:00-05:00,605.2100219726562,605.780029296875,605.030029296875,605.739990234375,403802,0.0,0.0,0.0
2026-02-26 10:38:00-05:00,605.719970703125,606.5800170898438,605.6199951171875,606.5599975585938,14926336,0.0,0.0,0.0
2026-02-26 10:39:00-05:00,606.5399780273438,606.72998046875,606.219970703125,606.7100219726562,0,0.0,0.0,0.0
2026-02-26 10:40:00-05:00,606.7100219726562,607.2100219726562,606.5499877929688,606.6799926757812,405436,0.0,0.0,0.0
2026-02-26 10:41:00-05:00,606.6699829101562,607.25,606.5,607.0454711914062,15374963,0.0,0.0,0.0
2026-02-26 10:42:00-05:00,607.0399780273438,607.25,606.3200073242188,606.6300048828125,0,0.0,0.0,0.0
2026-02-26 10:43:00-05:00,606.6400146484375,607.280029296875,606.6400146484375,607.1599731445312,164318,0.0,0.0,0.0
2026-02-26 10:44:00-05:00,607.1599731445312,607.309326171875,606.9249877929688,607.0499877929688,15597966,0.0,0.0,0.0
2026-02-26 10:45:00-05:00,607.0499877929688,607.77001953125,607.0499877929688,607.6900024414062,0,0.0,0.0,0.0
