Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
1998-01-20 00:00:00-05:00,43.20187148926846,43.77442641262021,42.97631954976625,43.757076263427734,1744600,0.0,0.0,0.0
1998-01-21 00:00:00-05:00,43.35804335518756,43.5141947718329,42.9069392626566,43.219242095947266,1839600,0.0,0.0,0.0
1998-01-22 00:00:00-05:00,42.854881286621094,43.227909605512735,42.71608005168467,42.854881286621094,1662600,0.0,0.0,0.0
1998-01-23 00:00:00-05:00,43.02838449354296,43.16718573384471,42.36907860210964,42.75078201293945,1693700,0.0,0.0,0.0
1998-01-26 00:00:00-05:00,42.95901674287591,43.12384334184898,42.716114386494546,42.92431640625,1172800,0.0,0.0,0.0
1998-01-27 00:00:00-05:00,42.82017765814811,43.61828469715736,42.794152428615206,43.427433013916016,1454500,0.0,0.0,0.0
1998-01-28 00:00:00-05:00,43.514221878413345,43.99135150427314,43.42747103734793,43.930625915527344,1181200,0.0,0.0,0.0
1998-01-29 00:00:00-05:00,43.89590969333401,44.55521584683073,43.80048380269633,44.086761474609375,1468500,0.0,0.0,0.0
1998-01-30 00:00:00-05:00,44.38170008282293,44.38170008282293,43.84384523428208,43.9913215637207,1095600,0.0,0.0,0.0
1998-02-02 00:00:00-05:00,44.76341246087158,45.145115977979785,44.64196134179169,44.980289459228516,955600,0.0,0.0,0.0
1998-02-03 00:00:00-05:00,44.971614658079794,45.344643097566184,44.78076289834257,45.335968017578125,619400,0.0,0.0,0.0
1998-02-04 00:00:00-05:00,45.09304428100586,45.3359464048743,44.86749230884231,45.09304428100586,753200,0.0,0.0,0.0
1998-02-05 00:00:00-05:00,45.4227274406596,45.47477793046937,44.82414680784724,45.101749420166016,1067600,0.0,0.0,0.0
1998-02-06 00:00:00-05:00,45.24919266342322,45.62222090048749,45.171116985898145,45.587520599365234,1069700,0.0,0.0,0.0
1998-02-09 00:00:00-05:00,45.57886657598231,45.665617368856275,45.21451324591165,45.405364990234375,515900,0.0,0.0,0.0
1998-02-10 00:00:00-05:00,45.5441453411184,46.2728516665763,45.48341981399691,46.16875076293945,892100,0.0,0.0,0.0
1998-02-11 00:00:00-05:00,46.06464985930261,46.29887689248551,45.995249256878054,46.16875076293945,515000,0.0,0.0,0.0
1998-02-12 00:00:00-05:00,45.934531106443174,46.69793785570984,45.735004342430294,46.46371078491211,1065000,0.0,0.0,0.0
1998-02-13 00:00:00-05:00,46.27284145230515,46.550443800725425,46.17741564503568,46.43766784667969,596700,0.0,0.0,0.0
1998-02-17 00:00:00-05:00,46.81070672357836,47.03625868332874,46.57647968845297,46.671905517578125,840600,0.0,0.0,0.0
1998-02-18 00:00:00-05:00,46.680606052477565,47.027609256733115,46.550479850881736,46.98423385620117,773000,0.0,0.0,0.0
1998-02-19 00:00:00-05:00,46.992886327652876,47.02758663138383,46.54178237915039,46.54178237915039,804800,0.0,0.0,0.0
1998-02-20 00:00:00-05:00,46.68063894872273,46.89751610421763,46.25555972395272,46.79341506958008,540600,0.0,0.0,0.0
1998-02-23 00:00:00-05:00,47.19240454608679,47.19240454608679,46.61984963799089,46.7760009765625,639200,0.0,0.0,0.0
1998-02-24 00:00:00-05:00,46.70664966106415,46.86280116438866,46.376996487379074,46.63724899291992,702700,0.0,0.0,0.0
1998-02-25 00:00:00-05:00,46.776037699006146,47.27919240719278,46.6806118060742,47.01893997192383,687400,0.0,0.0,0.0
1998-02-26 00:00:00-05:00,46.97555844718163,47.31388656896189,46.86278240658822,47.2791862487793,439800,0.0,0.0,0.0
1998-02-27 00:00:00-05:00,47.25312927875609,47.72158328666005,47.13167823966988,47.522056579589844,451300,0.0,0.0,0.0
1998-03-02 00:00:00-05:00,47.60882659589466,47.66955214002208,47.34857426392002,47.59147644042969,1062800,0.0,0.0,0.0
1998-03-03 00:00:00-05:00,47.31390797008167,47.817062840317234,47.296557802142516,47.808387756347656,596600,0.0,0.0,0.0
1998-03-04 00:00:00-05:00,47.53943527271855,47.6782365435878,47.253157651550715,47.48738479614258,691700,0.0,0.0,0.0
1998-03-05 00:00:00-05:00,46.914832447359935,47.33991136561449,46.75868100800112,47.07098388671875,778300,0.0,0.0,0.0
1998-03-06 00:00:00-05:00,47.24453599696328,47.76504135131837,47.24453599696328,47.76504135131836,933100,0.0,0.0,0.0
1998-03-09 00:00:00-05:00,47.53943283658534,48.06861265465682,47.52208267861578,47.6782341003418,685300,0.0,0.0,0.0
1998-03-10 00:00:00-05:00,47.95585762092659,48.1640596077034,47.834406461973444,48.14670944213867,563700,0.0,0.0,0.0
1998-03-11 00:00:00-05:00,48.26812562175181,48.432952075169005,48.15534962730846,48.302825927734375,406600,0.0,0.0,0.0
1998-03-12 00:00:00-05:00,48.2681746089272,48.3375752913268,47.92117119692915,48.242149353027344,576700,0.0,0.0,0.0
1998-03-13 00:00:00-05:00,48.4069401239804,48.44164043948146,47.79968460271183,47.83438491821289,458900,0.0,0.0,0.0
1998-03-16 00:00:00-05:00,48.059985783322446,48.563140869140625,47.93853455571116,48.563140869140625,733000,0.0,0.0,0.0
1998-03-17 00:00:00-05:00,48.45904239072523,48.736645211438294,48.34626624481054,48.727970123291016,499900,0.0,0.0,0.0
1998-03-18 00:00:00-05:00,48.632484482101475,48.86671157468384,48.45898293204046,48.849361419677734,410900,0.0,0.0,0.0
1998-03-19 00:00:00-05:00,48.858025417256954,49.02285185243591,48.77127466189961,48.98815155029297,730000,0.0,0.0,0.0
1998-03-20 00:00:00-05:00,49.17037352820342,49.638828039587146,49.01422202440884,49.50002670288086,754300,0.0,0.0,0.0
1998-03-23 00:00:00-05:00,49.5173930471785,49.5173930471785,49.07496364188661,49.12701416015625,551600,0.0,0.0,0.0
1998-03-24 00:00:00-05:00,49.39592122331856,49.89040094051721,49.36989597504494,49.65617370605469,470300,0.0,0.0,0.0
1998-03-25 00:00:00-05:00,50.00313972119037,50.00313972119037,48.99683087183956,49.343833923339844,966200,0.0,0.0,0.0
1998-03-26 00:00:00-05:00,49.32649106400978,49.578068313544826,49.14431443503612,49.205039978027344,412800,0.0,0.0,0.0
1998-03-27 00:00:00-05:00,49.60408871691719,49.63878902381955,48.78863150471184,49.00550842285156,584100,0.0,0.0,0.0
1998-03-30 00:00:00-05:00,49.014171409674546,49.170322752218645,48.68451857541479,48.94477081298828,562400,0.0,0.0,0.0
1998-03-31 00:00:00-05:00,49.11835558679744,49.586810408713205,48.8928032651343,48.96220397949219,620000,0.0,0.0,0.0
1998-04-01 00:00:00-05:00,49.05760765745869,49.52606226638933,48.70192915808543,49.37858581542969,373700,0.0,0.0,0.0
1998-04-02 00:00:00-05:00,49.36121501955663,50.107272047971726,49.31783961092785,50.05522155761719,440600,0.0,0.0,0.0
1998-04-03 00:00:00-05:00,50.10730828355676,50.28948513154061,49.8644058195783,50.02055740356445,493300,0.0,0.0,0.0
1998-04-06 00:00:00-04:00,50.45424966033894,50.66245151588366,50.159297031650574,50.1766471862793,610500,0.0,0.0,0.0
1998-04-07 00:00:00-04:00,50.176615367075804,50.18529043888892,49.55201019653129,49.90768814086914,707300,0.0,0.0,0.0
1998-04-08 00:00:00-04:00,50.00312394731981,50.00312394731981,49.31779313679963,49.56937026977539,949500,0.0,0.0,0.0
1998-04-09 00:00:00-04:00,49.77759362981857,50.22869765016548,49.760243475189846,50.1766471862793,451700,0.0,0.0,0.0
1998-04-13 00:00:00-04:00,50.376220854208654,50.376220854208654,49.725589450029965,50.15934371948242,337900,0.0,0.0,0.0
1998-04-14 00:00:00-04:00,50.26345792211088,50.809988444909116,50.26345792211088,50.7666130065918,451500,0.0,0.0,0.0
1998-04-15 00:00:00-04:00,50.887986259441014,51.087512969970696,50.63640910268619,51.0875129699707,261800,0.0,0.0,0.0
1998-04-16 00:00:00-04:00,50.91406234618157,50.91406234618157,50.410907530015514,50.55838394165039,232800,0.0,0.0,0.0
1998-04-17 00:00:00-04:00,50.56502542838589,51.1310193413952,50.47794944176907,51.104896545410156,382900,0.34,0.0,0.0
1998-04-20 00:00:00-04:00,51.04392331352018,51.07875369449153,50.71303469429231,50.87847900390625,299400,0.0,0.0,0.0
1998-04-21 00:00:00-04:00,50.852348226464876,51.22677476306385,50.69561153672577,51.21806716918945,372000,0.0,0.0,0.0
1998-04-22 00:00:00-04:00,51.19192368532371,51.33124513097181,51.09614019144064,51.1832160949707,503400,0.0,0.0,0.0
1998-04-23 00:00:00-04:00,51.113577776784204,51.2877296601804,50.77398160416161,50.88718032836914,597700,0.0,0.0,0.0
1998-04-24 00:00:00-04:00,50.83497524837465,51.02654247267479,50.1906127666378,50.460548400878906,820200,0.0,0.0,0.0
1998-04-27 00:00:00-04:00,49.84228030773772,50.08609299966935,49.258871366329885,49.737789154052734,1916800,0.0,0.0,0.0
1998-04-28 00:00:00-04:00,50.173176484949444,50.22542206962659,49.40690790968468,49.58976745605469,437200,0.0,0.0,0.0
1998-04-29 00:00:00-04:00,49.755173553354815,50.12959995566393,49.554898966073196,49.83354187011719,298700,0.0,0.0,0.0
1998-04-30 00:00:00-04:00,50.338613346157565,50.88719190364034,50.277660173103925,50.64337921142578,443100,0.0,0.0,0.0
1998-05-01 00:00:00-04:00,50.76520137481221,51.07867431640625,50.60846490401519,51.07867431640625,338300,0.0,0.0,0.0
1998-05-04 00:00:00-04:00,51.26159696338776,51.592485477844825,51.16581344604493,51.16581344604492,542500,0.0,0.0,0.0
1998-05-05 00:00:00-04:00,50.991659710083525,51.19193432984649,50.69560157652088,50.98295211791992,325600,0.0,0.0,0.0
1998-05-06 00:00:00-04:00,51.18322097128674,51.19192856246933,50.31246185302735,50.312461853027344,665500,0.0,0.0,0.0
1998-05-07 00:00:00-04:00,50.50397683950162,50.50397683950162,49.9989370711066,50.00764465332031,593100,0.0,0.0,0.0
1998-05-08 00:00:00-04:00,50.01639246989771,50.70429201814317,49.98156211302452,50.67816925048828,638100,0.0,0.0,0.0
1998-05-11 00:00:00-04:00,50.8697616516837,51.18323502030072,50.538873095921296,50.66948699951172,703100,0.0,0.0,0.0
1998-05-12 00:00:00-04:00,50.660767415987074,51.22676086425781,50.49532317726178,51.22676086425781,479000,0.0,0.0,0.0
1998-05-13 00:00:00-04:00,51.21809317684432,51.4706135274272,51.06135640751702,51.40966033935547,399400,0.0,0.0,0.0
1998-05-14 00:00:00-04:00,51.02649196627353,51.435748813102,50.90458567147356,51.16581344604492,622900,0.0,0.0,0.0
1998-05-15 00:00:00-04:00,51.25086542620878,51.25086542620878,50.649452209472656,50.649452209472656,280900,0.09,0.0,0.0
1998-05-18 00:00:00-04:00,50.6930520081051,50.94581997719641,50.204948343652916,50.50129699707031,249200,0.0,0.0,0.0
1998-05-19 00:00:00-04:00,50.83252261144034,50.937116279365114,50.41414793974124,50.518741607666016,482100,0.0,0.0,0.0
1998-05-20 00:00:00-04:00,50.90222549308593,51.25087087317556,50.56229624749854,51.19857406616211,304400,0.0,0.0,0.0
1998-05-21 00:00:00-04:00,51.28572367186748,51.41646565947421,50.82376864899036,50.97194290161133,530600,0.0,0.0,0.0
1998-05-22 00:00:00-04:00,51.09395702458097,51.09395702458097,50.72787954334037,50.89348602294922,219000,0.0,0.0,0.0
1998-05-26 00:00:00-04:00,51.17238273367976,51.23339562401118,50.01313781738281,50.01313781738281,561300,0.0,0.0,0.0
1998-05-27 00:00:00-04:00,49.6470604753943,50.126447470855446,49.05436382646052,50.01313781738281,1041100,0.0,0.0,0.0
1998-05-28 00:00:00-04:00,50.06545935192131,50.257214244982286,49.751678617821526,50.19620132446289,367700,0.0,0.0,0.0
1998-05-29 00:00:00-04:00,50.361844087292766,50.44028932730413,49.559959411621094,49.559959411621094,232400,0.0,0.0,0.0
1998-06-01 00:00:00-04:00,49.43795694233196,50.12653215362325,49.4205246585018,49.87376403808594,445800,0.0,0.0,0.0
1998-06-02 00:00:00-04:00,50.05681319632933,50.135258489515294,49.52512843140227,49.62100601196289,391600,0.0,0.0,0.0
1998-06-03 00:00:00-04:00,49.856321781990324,49.87375406233368,48.98470776482266,49.002140045166016,473100,0.0,0.0,0.0
1998-06-04 00:00:00-04:00,49.01952247934783,49.620935539638545,48.82776759055948,49.5860710144043,636200,0.0,0.0,0.0
1998-06-05 00:00:00-04:00,49.90858638300941,50.684322357177734,49.6471023467729,50.684322357177734,1014000,0.0,0.0,0.0
1998-06-08 00:00:00-04:00,50.623307399353145,50.90222369356446,50.475133118053385,50.71918487548828,467900,0.0,0.0,0.0
1998-06-09 00:00:00-04:00,50.658132180959036,50.78887409126777,50.40536448769547,50.61455154418945,180100,0.0,0.0,0.0
1998-06-10 00:00:00-04:00,50.36182786760888,50.83249915609121,49.96960179387361,50.06547927856445,531300,0.0,0.0,0.0
1998-06-11 00:00:00-04:00,50.222388331095374,50.283401298522946,49.159019470214844,49.159019470214844,529200,0.0,0.0,0.0
1998-06-12 00:00:00-04:00,49.19394201414637,49.43799417155177,48.461785541930155,49.40312957763672,909200,0.0,0.0,0.0
1998-06-15 00:00:00-04:00,48.84520794070045,49.05439512674199,47.947446267272156,47.973594665527344,617400,0.0,0.0,0.0
1998-06-16 00:00:00-04:00,48.42683747134479,48.496566538978115,47.938733997911505,48.418121337890625,796500,0.0,0.0,0.0
1998-06-17 00:00:00-04:00,48.96729074316123,49.74302746016752,48.84526474273327,49.45539474487305,895100,0.0,0.0,0.0
1998-06-18 00:00:00-04:00,49.3333361221389,49.490226590371854,49.14158110540974,49.263607025146484,219000,0.0,0.0,0.0
1998-06-19 00:00:00-04:00,49.42221346283096,49.500827800258584,48.55745575112714,48.679744720458984,506100,0.19,0.0,0.0
1998-06-22 00:00:00-04:00,48.740901218817044,49.0291538604337,48.52252800547109,48.7321662902832,161500,0.0,0.0,0.0
1998-06-23 00:00:00-04:00,49.00296307014778,49.43097469054658,49.00296307014778,49.40476989746094,201600,0.0,0.0,0.0
1998-06-24 00:00:00-04:00,49.474638851295936,49.998734601839324,49.11650675509129,49.92012023925781,353100,0.0,0.0,0.0
1998-06-25 00:00:00-04:00,50.24331173248822,50.47915481607257,49.83277006847102,50.138492584228516,420200,0.0,0.0,0.0
1998-06-26 00:00:00-04:00,50.086083010098655,50.27825144857479,49.94632414575238,50.138492584228516,150400,0.0,0.0,0.0
